Date of Final Decision,Submission Number,Device,Company,Panel (Lead),Primary Product Code,pdf_url,local_pdf_path
4/14/23,K230685,AutoContour Model RADAC V3,"Radformation, Inc.",Radiology,QKB,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K230685.pdf,Data/FDA Summary Statements/2026-04-16_K230685.pdf
4/13/23,K230264,Ezra Flash,"Ezra AI, Inc.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K230264.pdf,Data/FDA Summary Statements/2026-04-16_K230264.pdf
4/13/23,K213986,CerebralGo Plus,"Yukun (Beijing) Technology Co., Ltd",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213986.pdf,Data/FDA Summary Statements/2026-04-16_K213986.pdf
4/11/23,K223830,Ultrasound System 2300,BK Medical Aps,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223830.pdf,Data/FDA Summary Statements/2026-04-16_K223830.pdf
4/7/23,K230658,SKOUT® system,Iterative Scopes Inc.,Gastroenterology-Urology,QNP,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K230658.pdf,Data/FDA Summary Statements/2026-04-16_K230658.pdf
4/7/23,K230575,Limbus Contour,Limbus AI Inc.,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K230575.pdf,Data/FDA Summary Statements/2026-04-16_K230575.pdf
4/6/23,K223458,"Ingenia, Ingenia CX, Ingenia Elition, Ingenia Ambition, MR 5300 and MR 7700 MR Systems",Philips Medical Systems Nederland B.V.,Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223458.pdf,Data/FDA Summary Statements/2026-04-16_K223458.pdf
4/6/23,K223774,Contour ProtégéAI,MIM Software Inc.,Radiology,QKB,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223774.pdf,Data/FDA Summary Statements/2026-04-16_K223774.pdf
4/6/23,K222360,AI-Rad Companion (Cardiovascular),Siemens Medical Solutions U.S.A.,Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K222360.pdf,Data/FDA Summary Statements/2026-04-16_K222360.pdf
4/5/23,K223630,"Reveal LINQ Insertable Cardiac Monitor, LINQ II Insertable Cardiac Monitor, AccuRhythm AI ECG Classification System","Medtronic, Inc.",Cardiovascular,MXD,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223630.pdf,Data/FDA Summary Statements/2026-04-16_K223630.pdf
4/3/23,K223240,Annalise Enterprise CTB Triage Trauma,Annalise-AI Pty Ltd,Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223240.pdf,Data/FDA Summary Statements/2026-04-16_K223240.pdf
3/31/23,K220068,Butterfly iQ/iQ+ Ultrasound System,"Butterfly Network, Inc.",Radiology,IYO,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220068.pdf,Data/FDA Summary Statements/2026-04-16_K220068.pdf
3/31/23,K213272,Formus Hip,"Formus Labs, Ltd",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213272.pdf,Data/FDA Summary Statements/2026-04-16_K213272.pdf
3/31/23,DEN200011,Masimo SafetyNet,Masimo Corporation,Anesthesiology,QVT,https://www.accessdata.fda.gov/cdrh_docs/pdf20/DEN200011.pdf,Data/FDA Summary Statements/2026-04-16_DEN200011.pdf
3/29/23,K222312,RayStation 12A,RaySearch Laboratories AB (publ),Radiology,MUJ,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K222312.pdf,Data/FDA Summary Statements/2026-04-16_K222312.pdf
3/28/23,K223343,MAGNETOM Amira; MAGNETOM Sempra,Siemens Medical Solutions USA Inc.,Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223343.pdf,Data/FDA Summary Statements/2026-04-16_K223343.pdf
3/28/23,K222268,Annalise Enterprise CXR Triage Trauma,Annalise-AI Pty Ltd,Radiology,QFM,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K222268.pdf,Data/FDA Summary Statements/2026-04-16_K222268.pdf
3/28/23,K222179,Annalise Enterprise CXR Triage Trauma,Annalise-AI Pty Ltd,Radiology,QFM,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K222179.pdf,Data/FDA Summary Statements/2026-04-16_K222179.pdf
3/28/23,K221921,DTX Studio Clinic 3.0,Nobel Biocare AB,Radiology,MYN,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221921.pdf,Data/FDA Summary Statements/2026-04-16_K221921.pdf
3/28/23,K222174,RadioLens v1.0,Synapsica,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K222174.pdf,Data/FDA Summary Statements/2026-04-16_K222174.pdf
3/27/23,K222746,Overjet Caries Assist,"Overjet, Inc.",Radiology,MYN,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K222746.pdf,Data/FDA Summary Statements/2026-04-16_K222746.pdf
3/22/23,K222036,MPXA-2000,"Medipixel, Inc.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K222036.pdf,Data/FDA Summary Statements/2026-04-16_K222036.pdf
3/21/23,K223490,FlightPlan for Embolization,GE Medical Systems SCS,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223490.pdf,Data/FDA Summary Statements/2026-04-16_K223490.pdf
3/17/23,K223443,Viz AAA,"Viz. ai, Inc.",Radiology,QFM,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223443.pdf,Data/FDA Summary Statements/2026-04-16_K223443.pdf
3/17/23,K223073,Alio,"Alio, Inc.",Cardiovascular,DRG,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223073.pdf,Data/FDA Summary Statements/2026-04-16_K223073.pdf
3/17/23,K221772,NeuroRPM,New Touch Digital Inc.,Neurology,GYD,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221772.pdf,Data/FDA Summary Statements/2026-04-16_K221772.pdf
3/10/23,K223325,uMI Panorama,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,KPS,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223325.pdf,Data/FDA Summary Statements/2026-04-16_K223325.pdf
3/9/23,K223514,Spectral Bone Marrow,"GE Medical Systems, LLC",Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223514.pdf,Data/FDA Summary Statements/2026-04-16_K223514.pdf
3/9/23,K221706,AccuContour,"Manteia Technologies Co., Ltd.",Radiology,QKB,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221706.pdf,Data/FDA Summary Statements/2026-04-16_K221706.pdf
3/7/23,K223726,Aquilion Precision (TSX-304A/4) V10.14 with AiCE,Canon Medical Systems Corporation,Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223726.pdf,Data/FDA Summary Statements/2026-04-16_K223726.pdf
3/3/23,K222819,Aquilion Serve (TSX-307A/1) V1.2 with AiCE-i,Canon Medical Systems Corporation,Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K222819.pdf,Data/FDA Summary Statements/2026-04-16_K222819.pdf
3/2/23,K222176,BoneView,Gleamer,Radiology,QBS,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K222176.pdf,Data/FDA Summary Statements/2026-04-16_K222176.pdf
3/2/23,K222884,Rapid NCCT Stroke,"iSchemaView, Inc.",Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K222884.pdf,Data/FDA Summary Statements/2026-04-16_K222884.pdf
3/1/23,K221680,Xeleris V Processing and Review System,GE Healthcare,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221680.pdf,Data/FDA Summary Statements/2026-04-16_K221680.pdf
2/24/23,K221592,AVIEW Lung Nodule CAD,"Coreline Soft Co.,Ltd.",Radiology,OEB,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221592.pdf,Data/FDA Summary Statements/2026-04-16_K221592.pdf
2/24/23,DEN220063,Caption Interpretation Automated Ejection Fraction Software,"Caption Health, Inc",Radiology,QVD,https://www.accessdata.fda.gov/cdrh_docs/pdf22/DEN220063.pdf,Data/FDA Summary Statements/2026-04-16_DEN220063.pdf
2/23/23,K221564,Brainomix 360 e-ASPECTS,Brainomix Limited,Radiology,POK,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221564.pdf,Data/FDA Summary Statements/2026-04-16_K221564.pdf
2/23/23,K222579,Belun Sleep System BLS-100,Belun Technology Company Limited,Anesthesiology,MNR,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K222579.pdf,Data/FDA Summary Statements/2026-04-16_K222579.pdf
2/22/23,K230208,Swoop® Portable MR Imaging System,"Hyperfine, Inc.",Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K230208.pdf,Data/FDA Summary Statements/2026-04-16_K230208.pdf
2/22/23,K230197,BoneMRI v1.6,MRIguidance B.V.,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K230197.pdf,Data/FDA Summary Statements/2026-04-16_K230197.pdf
2/17/23,DEN210022,PMD-200,Medasense Biometrics Ltd.,Anesthesiology,QVE,https://www.accessdata.fda.gov/cdrh_docs/pdf21/DEN210022.pdf,Data/FDA Summary Statements/2026-04-16_DEN210022.pdf
2/16/23,K223028,uCT ATLAS Astound with uWS-CT-Dual Energy Analysis,"Shanghai United Imaging Healthcare Co., Ltd.",Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223028.pdf,Data/FDA Summary Statements/2026-04-16_K223028.pdf
2/16/23,K222755,uMR 680,"Shanghai United Imaging Intelligence Co., Ltd.",Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K222755.pdf,Data/FDA Summary Statements/2026-04-16_K222755.pdf
2/15/23,K222389,ZEUS System,"iRhythm Technologies, Inc.",Cardiovascular,DQK,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K222389.pdf,Data/FDA Summary Statements/2026-04-16_K222389.pdf
2/13/23,K223387,"V8 Diagnostic Ultrasound System, V7 Diagnostic Ultrasound System","Samsung Medison Co., Ltd.",Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223387.pdf,Data/FDA Summary Statements/2026-04-16_K223387.pdf
2/13/23,K223439,SIGNA Victor,GE Healthcare (Tianjin) Company Limited,Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223439.pdf,Data/FDA Summary Statements/2026-04-16_K223439.pdf
2/6/23,K223296,Videa Perio Assist,"VideaHealth, Inc.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223296.pdf,Data/FDA Summary Statements/2026-04-16_K223296.pdf
2/2/23,K222803,Oncospace,"Oncospace, Inc.",Radiology,MUJ,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K222803.pdf,Data/FDA Summary Statements/2026-04-16_K222803.pdf
2/1/23,K230020,BriefCase,"Aidoc Medical, Ltd.",Radiology,QFM,https://www.accessdata.fda.gov/cdrh_docs/pdf23/K230020.pdf,Data/FDA Summary Statements/2026-04-16_K230020.pdf
2/1/23,K222970,LVivo IQS,DiA Imaging Analysis Ltd,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K222970.pdf,Data/FDA Summary Statements/2026-04-16_K222970.pdf
2/1/23,K223396,Rapid RV/LV,iSchema View Inc.,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223396.pdf,Data/FDA Summary Statements/2026-04-16_K223396.pdf
1/27/23,K221868,QOCA image Smart CXR Image Processing System,Quanta Computer Inc.,Radiology,QFM,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221868.pdf,Data/FDA Summary Statements/2026-04-16_K221868.pdf
1/23/23,K222406,Clarius AI,Clarius Mobile Health Corp.,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K222406.pdf,Data/FDA Summary Statements/2026-04-16_K222406.pdf
1/21/23,K223516,VX1+,Volta Medical,Cardiovascular,DQK,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223516.pdf,Data/FDA Summary Statements/2026-04-16_K223516.pdf
1/18/23,K222593,TruPlan Computed Tomography (CT) Imaging Software,"Circle Cardiovascular Imaging, Inc.",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K222593.pdf,Data/FDA Summary Statements/2026-04-16_K222593.pdf
1/13/23,K223502,MR Diffusion Perfusion Mismatch V1.0,Olea Medical,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223502.pdf,Data/FDA Summary Statements/2026-04-16_K223502.pdf
1/12/23,K222458,AIBOLIT 3D+,"Aibolit Technologies, LLC",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K222458.pdf,Data/FDA Summary Statements/2026-04-16_K222458.pdf
1/11/23,K223738,Alpha Control Liner System (ACLS),Coapt,Neurology,GXY,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223738.pdf,Data/FDA Summary Statements/2026-04-16_K223738.pdf
12/23/22,K223442,MR 5300 and MR 7700 R11 MR Systems,Philips Medical Systems Nederlands B.V.,Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223442.pdf,Data/FDA Summary Statements/2026-04-16_K223442.pdf
12/23/22,K214036,AVIEW,"Coreline Soft Co.,Ltd.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K214036.pdf,Data/FDA Summary Statements/2026-04-16_K214036.pdf
12/22/22,K223311,Philips CT 3500,"Philips Healthcare (Suzhou) Co., Ltd",Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223311.pdf,Data/FDA Summary Statements/2026-04-16_K223311.pdf
12/16/22,K220928,Overjet Calculus Assist,Overjet Inc.,Radiology,MYN,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220928.pdf,Data/FDA Summary Statements/2026-04-16_K220928.pdf
12/16/22,K222275,Saige-Density,"DeepHealth, Inc.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K222275.pdf,Data/FDA Summary Statements/2026-04-16_K222275.pdf
12/16/22,K223268,BrainInsight,"Hyperfine, Inc.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223268.pdf,Data/FDA Summary Statements/2026-04-16_K223268.pdf
12/6/22,K223247,Swoop Portable MR Imaging System,"Hyperfine, Inc.",Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223247.pdf,Data/FDA Summary Statements/2026-04-16_K223247.pdf
12/5/22,K222692,BriefCase,"Aidoc Medical, Ltd.",Radiology,QFM,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K222692.pdf,Data/FDA Summary Statements/2026-04-16_K222692.pdf
12/1/22,K220786,STAR Apollo Mapping System,"Rhythm Al, Ltd",Cardiovascular,DQK,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220786.pdf,Data/FDA Summary Statements/2026-04-16_K220786.pdf
11/22/22,K221716,CINA,AVICENNA.AI,Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221716.pdf,Data/FDA Summary Statements/2026-04-16_K221716.pdf
11/22/22,K221624,Avenda Health AI Prostate Cancer Planning Software,"Avenda Health, Inc.",Radiology,POK,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221624.pdf,Data/FDA Summary Statements/2026-04-16_K221624.pdf
11/21/22,K223032,SIS System (Version 5.6.0),"Surgical Information Sciences, Inc.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223032.pdf,Data/FDA Summary Statements/2026-04-16_K223032.pdf
11/18/22,K221330,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221330.pdf,Data/FDA Summary Statements/2026-04-16_K221330.pdf
11/16/22,K221762,BoneMRI v1.4,MRlguidance B.V.,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221762.pdf,Data/FDA Summary Statements/2026-04-16_K221762.pdf
11/14/22,K222428,Syngo Dynamics (Version VA40F),"Siemens Medical Solutions USA, Inc.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K222428.pdf,Data/FDA Summary Statements/2026-04-16_K222428.pdf
11/10/22,K220408,AVIEW RT ACS,"Coreline Soft Co.,Ltd",Radiology,QKB,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220408.pdf,Data/FDA Summary Statements/2026-04-16_K220408.pdf
11/10/22,K221183,AEYE-DS,"AEYE Health, Inc.",Ophthalmic,PIB,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221183.pdf,Data/FDA Summary Statements/2026-04-16_K221183.pdf
11/8/22,K221552,EFAI ChestSuite XR Pneumothorax Assessment System,"Ever Fortune AI Co., Ltd.",Radiology,QFM,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221552.pdf,Data/FDA Summary Statements/2026-04-16_K221552.pdf
10/31/22,P210015,Avive Automated External Defibrillator (AED) System,"Avive Solutions, Inc.",Cardiovascular,MKJ,https://www.accessdata.fda.gov/cdrh_docs/pdf21/P210015.pdf,Not Found
10/31/22,P210015,Avive Automated External Defibrillator (AED) System,"Avive Solutions, Inc.",Cardiovascular,MKJ,https://www.accessdata.fda.gov/cdrh_docs/pdf21/P210015.pdf,Not Found
10/27/22,K220332,uMR Omega with uWS-MR-MRS,"Shanghai United Imaging Healthcare Co.,Ltd.",Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220332.pdf,Data/FDA Summary Statements/2026-04-16_K220332.pdf
10/25/22,K222070,EndoNaut,Therenva SAS,Radiology,OWB,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K222070.pdf,Data/FDA Summary Statements/2026-04-16_K222070.pdf
10/21/22,K223042,Viz LVO ContaCT,"Viz.ai, Inc.",Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K223042.pdf,Data/FDA Summary Statements/2026-04-16_K223042.pdf
10/20/22,K222361,AI-Rad Companion (Musculoskeletal),"Siemens Medical Solutions USA, Inc.",Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K222361.pdf,Data/FDA Summary Statements/2026-04-16_K222361.pdf
10/18/22,K221632,Spine CAMP,"Medical Metrics, Inc.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221632.pdf,Data/FDA Summary Statements/2026-04-16_K221632.pdf
10/18/22,DEN220024,ScanNav Anatomy Peripheral Nerve Block,	Intelligent Ultrasound Limited,Anesthesiology,QRG,https://www.accessdata.fda.gov/cdrh_docs/pdf22/DEN220024.pdf,Data/FDA Summary Statements/2026-04-16_DEN220024.pdf
10/14/22,K221305,AI-Rad Companion Organs RT,"Siemens Medical Solutions USA, Inc",Radiology,QKB,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221305.pdf,Data/FDA Summary Statements/2026-04-16_K221305.pdf
10/14/22,K213857,HeartFlow Analysis,"HeartFlow, Inc.",Cardiovascular,PJA,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213857.pdf,Data/FDA Summary Statements/2026-04-16_K213857.pdf
10/7/22,K220709,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220709.pdf,Data/FDA Summary Statements/2026-04-16_K220709.pdf
10/6/22,K221449,Genius AI Detection 2.0,"Hologic, Inc.",Radiology,QDQ,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221449.pdf,Data/FDA Summary Statements/2026-04-16_K221449.pdf
10/5/22,K221892,VISIONAIR,PacificMD Biotech Llc,Anesthesiology,BXQ,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221892.pdf,Data/FDA Summary Statements/2026-04-16_K221892.pdf
9/30/22,K211611,QIR Suite,CASIS Cardiac Simulation & Imaging Software,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K211611.pdf,Data/FDA Summary Statements/2026-04-16_K211611.pdf
9/29/22,K220080,CogNet QmTRIAGE,"MedCognetics, Inc.",Radiology,QFM,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220080.pdf,Data/FDA Summary Statements/2026-04-16_K220080.pdf
9/28/22,K222329,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K222329.pdf,Data/FDA Summary Statements/2026-04-16_K222329.pdf
9/27/22,K221738,NS-HGlio,Neosoma Inc.,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221738.pdf,Data/FDA Summary Statements/2026-04-16_K221738.pdf
9/21/22,K221179,SomnoMetry,Neumetry Medical Inc,Neurology,OLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221179.pdf,Data/FDA Summary Statements/2026-04-16_K221179.pdf
9/20/22,K213353,Aorta-CAD,"Imagen Technologies, Inc",Radiology,MYN,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213353.pdf,Data/FDA Summary Statements/2026-04-16_K213353.pdf
9/13/22,K221733,"MAGNETOM Sola, MAGNETOM Altea, MAGNETOM Sola Fit","Siemens Medical Solutions USA, Inc.",Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221733.pdf,Data/FDA Summary Statements/2026-04-16_K221733.pdf
9/12/22,K221456,Rapid ICH,iSchemaView Inc.,Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221456.pdf,Data/FDA Summary Statements/2026-04-16_K221456.pdf
9/12/22,K220986,Aquilion Precision (TSX-304A/4) V10.10 with AiCE,Canon Medical Systems Corporation,Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220986.pdf,Data/FDA Summary Statements/2026-04-16_K220986.pdf
9/8/22,K222076,EFAI ChestSuite XR Pleural Effusion Assessment System,"Ever Fortune.AI Co., Ltd.",Radiology,QFM,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K222076.pdf,Data/FDA Summary Statements/2026-04-16_K222076.pdf
9/7/22,K220783,syngo.via RT Image Suite,Siemens Medical Solutions USA Inc.,Radiology,MUJ,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220783.pdf,Data/FDA Summary Statements/2026-04-16_K220783.pdf
9/6/22,K213960,LiverMultiScan v5 (LMSv5),Perspectum,Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213960.pdf,Data/FDA Summary Statements/2026-04-16_K213960.pdf
9/1/22,K221241,DrAid for Radiology v1,VinBrain Joint Stock Company,Radiology,QFM,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221241.pdf,Data/FDA Summary Statements/2026-04-16_K221241.pdf
8/29/22,K221100,Viz RV/LV,"Viz.ai, Inc.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221100.pdf,Data/FDA Summary Statements/2026-04-16_K221100.pdf
8/26/22,K222277,BriefCase,"Aidoc Medical, Ltd.",Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K222277.pdf,Data/FDA Summary Statements/2026-04-16_K222277.pdf
8/25/22,K221962,LINQ II Insertable Cardiac Monitor,"Medtronic, Inc.",Cardiovascular,MXD,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221962.pdf,Data/FDA Summary Statements/2026-04-16_K221962.pdf
8/25/22,K211841,MRI Planner,Spectronic Medical AB,Radiology,MUJ,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K211841.pdf,Data/FDA Summary Statements/2026-04-16_K211841.pdf
8/24/22,K220598,AutoContour Model RADAC V2,"Radformation, Inc.",Radiology,QKB,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220598.pdf,Data/FDA Summary Statements/2026-04-16_K220598.pdf
8/22/22,K221599,HS40 Diagnostic Ultrasound System,"Samsung Medison Co., Ltd.",Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221599.pdf,Data/FDA Summary Statements/2026-04-16_K221599.pdf
8/19/22,K222172,MI View&GO,"Siemens Medical Solutions USA, Inc.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K222172.pdf,Data/FDA Summary Statements/2026-04-16_K222172.pdf
8/12/22,K213686,SKOUT Software,Iterative Scopes Inc.,Gastroenterology-Urology,QNP,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213686.pdf,Data/FDA Summary Statements/2026-04-16_K213686.pdf
8/12/22,K220349,TeraRecon Neuro,"TeraRecon, Inc",Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220349.pdf,Data/FDA Summary Statements/2026-04-16_K220349.pdf
8/11/22,K213713,AI-Rad Companion (Pulmonary),Siemens Healthcare GmBh,Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213713.pdf,Data/FDA Summary Statements/2026-04-16_K213713.pdf
8/8/22,K213645,ClearPoint Maestro Brain Model,"ClearPoint Neuro, Inc.",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213645.pdf,Data/FDA Summary Statements/2026-04-16_K213645.pdf
8/3/22,K221347,Transpara 1.7.2,ScreenPoint Medical B.V.,Radiology,QDQ,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221347.pdf,Data/FDA Summary Statements/2026-04-16_K221347.pdf
8/3/22,K221432,Customize,3D-Side SA,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221432.pdf,Data/FDA Summary Statements/2026-04-16_K221432.pdf
7/29/22,K220961,Deep Learning Image Reconstruction,GE Healthcare Japan Corporation,Radiology,JAK,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220961.pdf,Data/FDA Summary Statements/2026-04-16_K220961.pdf
7/29/22,K213760,ABMD Software,HeartLung Corporation,Radiology,KGI,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213760.pdf,Data/FDA Summary Statements/2026-04-16_K213760.pdf
7/28/22,K213998,cvi42 Auto Imaging Software Application,Circle Cardiovascular Imaging Inc,Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K213998.pdf,Data/FDA Summary Statements/2026-04-16_K213998.pdf
7/28/22,K221923,Swoop Portable MR Imaging System,"Hyperfine, Inc.",Radiology,LNH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K221923.pdf,Data/FDA Summary Statements/2026-04-16_K221923.pdf
7/27/22,K210822,DeepRhythmAI,Medicalgorithmics S.A.,Cardiovascular,DQK,https://www.accessdata.fda.gov/cdrh_docs/pdf21/K210822.pdf,Data/FDA Summary Statements/2026-04-16_K210822.pdf
7/25/22,K220439,Viz SDH,"Viz.ai, Inc.",Radiology,QAS,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220439.pdf,Data/FDA Summary Statements/2026-04-16_K220439.pdf
7/22/22,K220624,AI4CMR v1.0,AI4MedImaging Medical Solutions S.A.,Radiology,LLZ,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220624.pdf,Data/FDA Summary Statements/2026-04-16_K220624.pdf
7/22/22,K220882,"Vivid E80, Vivid E90, Vivid E95",GE Medical Systems Ultrasound and,Radiology,IYN,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220882.pdf,Data/FDA Summary Statements/2026-04-16_K220882.pdf
7/22/22,K220940,"EchoPAC Software Only, EchoPAC Plug-in","GE Medical Systems Ultrasound and Primary Care Diagnostics,",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220940.pdf,Data/FDA Summary Statements/2026-04-16_K220940.pdf
7/20/22,K220956,Libby Echo:Prio,"Dyad Medical, Inc",Radiology,QIH,https://www.accessdata.fda.gov/cdrh_docs/pdf22/K220956.pdf,Data/FDA Summary Statements/2026-04-16_K220956.pdf
