level,label,bucket,reason,consequential,n_occurrences,n_trials,example_nct,parser_rules_version
category,Male children,male,mapped,True,1,1,NCT02684903,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Male donor / Female Recipient,female,mapped,True,1,1,NCT02208037,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Male donor / Male Recipient,male,mapped,True,1,1,NCT02208037,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Male donor, female recipient",female,mapped,True,1,1,NCT00745420,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Male entire study population,male,mapped,True,1,1,NCT01253135,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Male not taking feminizing hormones (or do not know),male,mapped,True,1,1,NCT04840199,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Male or man,male,mapped,True,1,1,NCT04951544,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Male participants,male,mapped,True,1,1,NCT01397071,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Male participants number,male,mapped,True,1,1,NCT04096963,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Male patient/Female donor,female,mapped,True,1,1,NCT00589563,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Male practitioners,male,mapped,True,1,1,NCT05627596,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Male sex,male,mapped,True,1,1,NCT01154296,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Male sex and currently identifies as female gender,female,mapped,True,1,1,NCT06005610,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Male sex at birth,male,mapped,True,1,1,NCT05027516,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Male to Female Transgender,ambiguous,mapped,True,1,1,NCT03985813,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Male to female (transgender),ambiguous,mapped,True,1,1,NCT04016558,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Male(18 to 64 or ≥65 years),male,mapped,True,1,1,NCT00973349,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Male, %",male,mapped,True,1,1,NCT03818659,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Male, Acute Phase",male,mapped,True,1,1,NCT02088073,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Male, Ages 12-17",male,mapped,True,1,1,NCT00796315,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Male, Ages 2-5",male,mapped,True,1,1,NCT00796315,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Male, Ages 6-11",male,mapped,True,1,1,NCT00796315,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Male, Maintenance Phase",male,mapped,True,1,1,NCT02088073,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Male, Man, Masculine, Trans Man",ambiguous,mapped,True,1,1,NCT04927845,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Male, Micardis®/MicardisPlus®",male,mapped,True,1,1,NCT01108796,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Male, Overall Study",male,mapped,True,1,1,NCT01390909,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Male, Part 1",male,mapped,True,1,1,NCT02743780,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Male, Part 2",male,mapped,True,1,1,NCT02743780,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Male, Part 3",male,mapped,True,1,1,NCT02743780,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Male, Part A",male,mapped,True,1,1,NCT00306891,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Male, Part B",male,mapped,True,1,1,NCT00306891,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Male, Subgroup",male,mapped,True,1,1,NCT01390909,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Male, Tool/No Tool",male,mapped,True,1,1,NCT01108796,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Male-Female,female,mapped,True,1,1,NCT00448357,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Male-Male,male,mapped,True,1,1,NCT00448357,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Male/Boy/Man,male,mapped,True,1,1,NCT05934396,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Male/Female/Unknown,unknown,mapped,True,1,1,NCT04505540,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Male/Male,male,mapped,True,1,1,NCT01743131,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Male/man,male,mapped,True,1,1,NCT04565951,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Male:Female,female,mapped,True,1,1,NCT00572897,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Male:Male,male,mapped,True,1,1,NCT00572897,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Male_Core Study,male,mapped,True,1,1,NCT00395629,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Male_Extension Study,male,mapped,True,1,1,NCT00395629,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Males - Baseline,male,mapped,True,1,1,NCT00980980,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Males - Intervention,male,mapped,True,1,1,NCT00980980,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Males Double Blind,male,mapped,True,1,1,NCT00292370,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Males Known,male,mapped,True,1,1,NCT01643525,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Males Who Have Sex With Males (MSM),male,mapped,True,1,1,NCT04635423,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Males and Females,female,mapped,True,1,1,NCT06655818,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Males entered at Baseline,male,mapped,True,1,1,NCT00774202,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Man (including transgender men),ambiguous,mapped,True,1,1,NCT06294145,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Man, Female-to-Man (FTM)",female,mapped,True,1,1,NCT05803720,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Man/Boy,male,mapped,True,2,1,NCT05900115,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Man/Boy,male,mapped,True,1,1,NCT05129501,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Man/Male,male,mapped,True,1,1,NCT05922670,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Man/boy,male,mapped,True,1,1,NCT05372913,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Man/male gender,male,mapped,True,1,1,NCT05139927,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Manyanda Field Station,,unrecognized,False,1,1,NCT00223990,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Maternal sex,,unrecognized,False,1,1,NCT04174521,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Mean percentage male participants per clinic,male,mapped,True,1,1,NCT00374452,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Melanoma,,unrecognized,False,1,1,NCT04208958,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Men only,male,mapped,True,1,1,NCT03980223,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Men who:,male,mapped,True,1,1,NCT02015637,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Men: testosterone substitution,male,mapped,True,1,1,NCT01546922,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Mental Health - Female,female,mapped,True,1,1,NCT03850431,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Mental Health - Male,male,mapped,True,1,1,NCT03850431,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Mental health clinic/hospital or rehab center,,unrecognized,False,1,1,NCT06187415,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Metformin (2000mg) With Chemoradiation,,unrecognized,False,1,1,NCT02325401,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Metformin (2550mg) With Chemoradiation,,unrecognized,False,1,1,NCT02325401,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Metformin (3000mg) With Chemoradiation,,unrecognized,False,1,1,NCT02325401,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Methamphetamine,,unrecognized,False,1,1,NCT06187415,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Microscopic colitis,,unrecognized,False,1,1,NCT03834051,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Midazolam,,unrecognized,False,1,1,NCT03284307,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Mirieri Field Station,,unrecognized,False,1,1,NCT00223990,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Missing (residents),unknown,mapped,True,1,1,NCT04732819,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Missing (staff),unknown,mapped,True,1,1,NCT04732819,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Missing Data (Unspecified),unknown,mapped,True,1,1,NCT00488488,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Missing Information for sex,unknown,mapped,True,1,1,NCT00704769,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Missing Response,unknown,mapped,True,1,1,NCT06112249,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Missing Sex,unknown,mapped,True,1,1,NCT03871491,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Missing designation,unknown,mapped,True,1,1,NCT00981474,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Missing information,unknown,mapped,True,1,1,NCT00621582,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Missing or Other,unknown,mapped,True,1,1,NCT03859713,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Missing or Unknown,unknown,mapped,True,2,1,NCT04584294,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Missing response,unknown,mapped,True,2,1,NCT04939714,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Missing values,unknown,mapped,True,1,1,NCT00708708,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Missing/Refused,unknown,mapped,True,1,1,NCT06324630,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Missing/unknown,unknown,mapped,True,1,1,NCT01777932,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Modified pharmacodynamic analysis set,,unrecognized,False,1,1,NCT02472795,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,More than 3 times a week,,unrecognized,True,1,1,NCT00635570,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,More than half the time,,unrecognized,True,1,1,NCT05161689,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,More than one Gender Identity,gender_diverse,mapped,True,1,1,NCT06615401,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,More than one category,,structural_or_group,True,1,1,NCT05984966,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,More than one endorsement,,unrecognized,True,1,1,NCT03487796,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,More than one gender,gender_diverse,mapped,True,1,1,NCT04307394,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Mother Sex,,unrecognized,False,1,1,NCT03548558,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Mother biological sex,,unrecognized,False,1,1,NCT05096611,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Mother participants,,unrecognized,False,1,1,NCT05374837,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Mothers sex,,unrecognized,False,1,1,NCT04002908,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Mothers' sex,,unrecognized,False,1,1,NCT02901665,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Multi-gender,gender_diverse,mapped,True,1,1,NCT03801174,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Multiple Dose,,unrecognized,False,1,1,NCT03073213,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Multiple Genders,gender_diverse,mapped,True,1,1,NCT04047420,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Multiple Genders,gender_diverse,mapped,True,1,1,NCT03671239,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Multiple gender categories,gender_diverse,mapped,True,1,1,NCT03844321,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Multiple gender identities,gender_diverse,mapped,True,1,1,NCT05061966,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Multiple gender identities selected,gender_diverse,mapped,True,1,1,NCT04742491,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Multiple genders,gender_diverse,mapped,True,1,1,NCT03980223,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Multiple genders reported,gender_diverse,mapped,True,1,1,NCT03320512,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Multiple identities,,unrecognized,True,1,1,NCT04342494,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Multiple recent partners (3+ in 6 months) :,,unrecognized,False,1,1,NCT03058835,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Multiple sexual orientations,,sexual_orientation,True,1,1,NCT03844321,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Multiple sexual partners,,unrecognized,False,1,1,NCT05965427,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Multiple sexual partners (11+ lifetime) :,,unrecognized,False,1,1,NCT03058835,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Muscle Cohort,,structural_or_group,False,1,1,NCT05192200,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Māhū, or muxe, or two spirit",gender_diverse,mapped,True,1,1,NCT06001307,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,NA,,structural_or_group,True,1,1,NCT03442296,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,NSCLC,,unrecognized,False,1,1,NCT03004183,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Nduru Kadero Field Station,,unrecognized,False,1,1,NCT00223990,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Needle Syringe Program,,unrecognized,False,1,1,NCT06187415,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Negative,,unrecognized,False,1,1,NCT00978068,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Neither,,structural_or_group,True,1,1,NCT03810053,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Neither,,structural_or_group,True,1,1,NCT04148508,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Neither male nor female,female,mapped,True,1,1,NCT04504357,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Neonates,,structural_or_group,False,1,1,NCT04152603,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Nephrologists,,unrecognized,False,1,1,NCT04392440,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Neuro-typical,,unrecognized,False,1,1,NCT01943539,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Neutral,,unrecognized,True,1,1,NCT03808883,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Never / rarely,,unrecognized,True,1,1,NCT02516202,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Never Treated Cohort II,,structural_or_group,True,1,1,NCT00100048,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Never discuss HIV with partners :,,unrecognized,False,1,1,NCT03058835,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,No Answer,unknown,mapped,True,1,1,NCT03426124,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,No Data,unknown,mapped,True,1,1,NCT01623752,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,No Data - Did not complete Baseline Data collection,unknown,mapped,True,1,1,NCT03593772,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,No History of STI Diagnosis,,unrecognized,True,1,1,NCT02128217,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,No Sex Partners,,unrecognized,True,1,1,NCT03670355,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,No answer,unknown,mapped,True,1,1,NCT04881942,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,No data,unknown,mapped,True,1,1,NCT00398866,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,No did not have sex in past 3 months at Baseline,,unrecognized,True,1,1,NCT02847858,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,No gender/sex data was collected on the providers/clinicians,unknown,mapped,True,1,1,NCT03579680,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,No recent sex,,unrecognized,False,1,1,NCT02248558,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,No response,unknown,mapped,True,1,1,NCT00705679,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,No response / prefer not to answer,unknown,mapped,True,1,1,NCT01944462,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,No same sex partner,,unrecognized,True,3,1,NCT04680611,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,No selected answer,unknown,mapped,True,2,1,NCT03844321,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,"No, not within last 3 months",,unrecognized,True,1,1,NCT02494817,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non Binary/Queer,gender_diverse,mapped,True,1,1,NCT04646369,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non Male,male,mapped,True,1,1,NCT04446975,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Non binary,gender_diverse,mapped,True,1,1,NCT05875467,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Non-Binary and/or Gender Diverse,gender_diverse,mapped,True,1,1,NCT06615401,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non-Binary or another gender,gender_diverse,mapped,True,1,1,NCT06442800,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,"Non-Binary, Self-Describe, Not disclosed",unknown,mapped,True,2,1,NCT03576495,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Non-Binary/Gender Fluid,gender_diverse,mapped,True,1,1,NCT06302868,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Non-Binary/Third Gender,gender_diverse,mapped,True,1,1,NCT03834974,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non-Binary/Third gender,gender_diverse,mapped,True,1,1,NCT04330365,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non-Binary/non-conforming,gender_diverse,mapped,True,1,1,NCT06706999,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non-MSM,,unrecognized,False,1,1,NCT05723263,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non-Switching arm: Humira (Adalimumab),,structural_or_group,False,1,1,NCT04230213,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non-binary (female),gender_diverse,mapped,True,1,1,NCT04646291,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Non-binary / Gender non-conforming,gender_diverse,mapped,True,1,1,NCT05079477,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Non-binary / third gender,gender_diverse,mapped,True,1,1,NCT06281548,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non-binary and Prefer to Self Describe,gender_diverse,mapped,True,1,1,NCT04974489,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Non-binary or Other,gender_diverse,mapped,True,1,1,NCT04919590,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non-binary or Transgender man or woman,ambiguous,mapped,True,1,1,NCT04698629,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Non-binary or another gender,gender_diverse,mapped,True,1,1,NCT06175026,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Non-binary or non-gender conforming,gender_diverse,mapped,True,1,1,NCT05127837,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non-binary or prefered not to disclose,gender_diverse,mapped,True,1,1,NCT03655951,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Non-binary, gender fluid",gender_diverse,mapped,True,1,1,NCT06294145,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,"Non-binary, transgender, or other",gender_diverse,mapped,True,1,1,NCT05608083,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Non-binary/ non-conforming,gender_diverse,mapped,True,1,1,NCT04950816,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non-binary/ third gender,gender_diverse,mapped,True,1,1,NCT05207956,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Non-binary/ third gender,gender_diverse,mapped,True,1,1,NCT04084028,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non-binary/None of these describe me,gender_diverse,mapped,True,1,1,NCT04878328,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non-binary/Trans/Two-Spirit,gender_diverse,mapped,True,1,1,NCT05781503,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non-binary/Transgender,gender_diverse,mapped,True,1,1,NCT03783533,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Non-binary/gender fluid,gender_diverse,mapped,True,1,1,NCT05146206,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non-binary/gender nonconforming,gender_diverse,mapped,True,1,1,NCT04414306,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non-binary/genderqueer,gender_diverse,mapped,True,1,1,NCT03584282,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Non-binary/other,gender_diverse,mapped,True,1,1,NCT04873401,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non-binary/unlabeled,gender_diverse,mapped,True,1,1,NCT03808883,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Non-female,female,mapped,True,1,1,NCT04624932,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non-specific,,unrecognized,False,1,1,NCT00859495,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Non-specific gender count,,unrecognized,False,1,1,NCT00556166,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Non-use,,unrecognized,True,1,1,NCT03741725,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,"Nonbinary (e.g., genderqueer, agender, gender fluid)",gender_diverse,mapped,True,1,1,NCT04408469,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Nonbinary (e.g., genderqueer, agender, gender fluid)",gender_diverse,mapped,True,1,1,NCT06229132,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Nonbinary or Missing,unknown,mapped,True,1,1,NCT05492942,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Nonbinary or another gender,gender_diverse,mapped,True,1,1,NCT05432271,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Nonbinary or other,gender_diverse,mapped,True,1,1,NCT05413239,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Nonbinary or preferred to self-describe,gender_diverse,mapped,True,1,1,NCT05168800,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Nonbinary youth,gender_diverse,mapped,True,1,1,NCT06017050,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,"Nonbinary, gender non-conforming, genderqueer, genderfluid",gender_diverse,mapped,True,1,1,NCT05540652,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,"Nonbinary, genderfluid, or genderqueer",gender_diverse,mapped,True,1,1,NCT05029362,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Nonbinary/Another gender,gender_diverse,mapped,True,1,1,NCT05714982,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Nonbinary/Genderfluid,gender_diverse,mapped,True,1,1,NCT04896593,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Nonbinary/Other,gender_diverse,mapped,True,1,1,NCT04571320,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,Nonbinary/genderqueer,gender_diverse,mapped,True,3,1,NCT05626231,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Nonbinary/other,gender_diverse,mapped,True,1,1,NCT04632030,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,Nonbinary/questioning,gender_diverse,mapped,True,1,1,NCT05408858,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
category,None of de above/unsure,unknown,mapped,True,1,1,NCT01848483,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
class,None of the Above Genders,gender_diverse,mapped,True,1,1,NCT06069713,parsers.R@2026-08-17 / outcomes@2026-09-10 / units@2026-09-14
